token_id,name,Background,Backdrop Style,Fur,Skin,Outfit,Outfit Color,Expression,Headwear,Eyewear,Lens Color,Accessory,pixel_sha256,rarity_score,rarity_rank
8434,Ludorze the Voyager,Amber,Steps,Obsidian,Caramel,Space Suit,Plum,Pout,Spiked Hair,Clear Frames,Violet,Studs,11af4baecb09d0a333f8b3c595bbbb0be94b2e58b9374bdb1945ab8655831b7f,32.22634,3403
8435,Ortorlo the Maestro,Emerald,Solid,Obsidian,Cocoa,Velvet Tuxedo,Ivory,Frown,Headband,Classic Shades,Mint,Dog Tags,05037422831d083a0eb57df7370157a1e6264304666a6d75b6ea1331798ab8d7,32.190867,4030
8436,Zedinha the Ranger,Rose,Pixel Rain,Plum,Sand,Tactical Vest,Teal,Frown,Headband,Eye Patch,Ocean,Pendant,b12ad60bbd0043df1061be657bbaf4807e2e9ec4fafdcf797d58432e4861bb06,29.372975,7665
8437,Vazorda the Aviator,Emerald,Pixel Rain,Obsidian,Cocoa,Flight Bomber,Burgundy,Gritted Teeth,Beanie,Eye Patch,Ocean,Pendant,c72e2a42f1e5cfcaa244b89363d850b90c968821ddfaca15d09c14822b810ca4,28.948649,9928
8438,Kamonny the Captain,Amethyst,Pixel Rain,Blue Steel,Sand,Varsity Jacket,Ivory,Stoic,Spiked Hair,Sport Shades,Ocean,None,0a3740edcfb3ee689152244749b2286cb521acdaeae77553d77e079f0759a7f9,30.753274,6424
8439,Nutusva the Ranger,Lagoon,Halo,Jade,Silver,Tactical Vest,Ivory,Surprised,Headphones,Classic Shades,Ruby,Ear Ring,1c8c0d5637d2f116416dbd5a8aa4fc6a4c4d7d9d0d50ddd26ce02ab7bb8e5ac9,32.470869,285
8440,Midorlo the Ranger,Crimson,Solid,Plum,Silver,Tactical Vest,Burgundy,Gritted Teeth,Pilot Cap,Monocle,Ice,Pendant,6813a6316da344eb7283cbccf325dc1c9ceba8ada5b2ef922cabd38e39625a95,32.285571,2340
8441,Lotorga the Ronin,Rose,Steps,Blue Steel,Cocoa,Ronin Robe,Teal,Pout,Headband,Bare Eyes,Ocean,Pendant,63f6f59ba225fb12acf843dbb22cbf6e5f4dcaae34827e04428feb69ee324ee8,29.270199,8190
8442,Kedincy the Regent,Rose,Solid,Espresso,Cocoa,Royal Mantle,Teal,Laughing,Crown,Monocle,Ice,Dog Tags,f3270a12ef7bb59c0f5d0fba2ba9ff1bad2651de616de77d5c2f1bff58c84782,32.302974,2041
8443,Juzorlu the Maestro,Amethyst,Solid,Copper,Cocoa,Velvet Tuxedo,Teal,Laughing,Pilot Cap,Cyber Visor,Ruby,Studs,11a3c386cddc513197294b466b4221a9e6ff2e8e5c9ae177de8373889a9ea1a0,32.313918,1886
8444,Iomonka the Ronin,Rose,Solid,Blue Steel,Rosewood,Ronin Robe,Teal,Gritted Teeth,Crown,Eye Patch,Ocean,None,ba1883e30f7e74f702a537970d8f6fa3b931ff1941f9283b0691a8a91712298f,29.365911,7688
8445,Hanixke the Maestro,Rose,Solid,Obsidian,Rosewood,Velvet Tuxedo,Onyx,Laughing,Pilot Cap,Eye Patch,Ocean,Dog Tags,7e3618c21a371c7f9d7580c5b46c82ce632aa2141a109b39410dbf9d586d92ac,29.178199,8925
8446,Gazenga the Broker,Emerald,Solid,Blue Steel,Caramel,Executive Suit,Ivory,Stoic,Headband,Round Shades,Ruby,Dog Tags,ab680bfe9267de9b5ae303c0dc90953cbc6a953f4476be26604c13382904b0eb,32.34217,1503
8447,Fironcy the Maestro,Rose,Halo,Midnight,Cocoa,Velvet Tuxedo,Teal,Grin,Headphones,Sport Shades,Violet,Studs,967df52bad55d5bb2004565d838741fcd02ca8f65133d0a54a9aa4b95901d147,32.25014,3006
8448,Elsenor the Skater,Lagoon,Solid,Copper,Caramel,Street Hoodie,Plum,Surprised,Pilot Cap,Bare Eyes,Ocean,Silver Medallion,01c214f611d5c2b7f6e044cb95eda6ec33c7afda0a48e3a558139e95159e9481,29.372686,7666
8449,Dafennu the Skater,Midnight,Solid,Obsidian,Sand,Street Hoodie,Ivory,Smirk,Bucket Hat,Eye Patch,Ocean,Pendant,86086664100b1a1c4a81c923efed5af08b0c8a1b4aff2363e9bf3956ee894de1,29.061201,9638
8450,Cyrisju the Aviator,Olive,Steps,Copper,Caramel,Flight Bomber,Rust,Grin,Beanie,Eye Patch,Ocean,Silver Medallion,fba140f3d0bac8685f2911d9e81c45abfba900d794cb5713c38cd3a37d53be39,28.97229,9896
8451,Rosolfi the Rider,Crimson,Pixel Rain,Obsidian,Cocoa,Leather Rider,Plum,Gritted Teeth,Crown,Eye Patch,Ocean,Pendant,6c43644a48cd719c6b32ae2edc306570935dc23dad94d4a806c85e429007eae5,29.22451,8549
8452,Arrynro the Aviator,Crimson,Solid,Blue Steel,Caramel,Flight Bomber,Ivory,Surprised,Snapback,Classic Shades,Mint,None,dd7072d017dbffc3a319c1b1f6168740143f16b62fde3636de2824b6f6f21188,32.232884,3307
8453,Nyvekor the Rider,Rose,Steps,Jade,Rosewood,Leather Rider,Rust,Stoic,Spiked Hair,Cyber Visor,Ruby,Silk Scarf,2a6420133f34ed1ac57a17b407f85c442d6e9c46466edbc16ef858bfe4301e87,32.294216,2185
8454,Lurakmi the Corsair,Olive,Pixel Rain,Jade,Rosewood,Captain Coat,Navy,Laughing,Crown,Bare Eyes,Ocean,Silk Scarf,e6c542165c50dada1dcdcda528c2f9a27bd369bf6918bc7efd19177ff69f59f4,29.190756,8817
8455,Orbelio the Voyager,Cobalt,Steps,Obsidian,Cocoa,Space Suit,Ivory,Stoic,Pilot Cap,Round Shades,Ice,Ear Ring,bac6ab42219abc18c90628a3473977a6c4fad7ffdf285eaefa7742e1f520299c,32.100489,5259
8456,Zetalel the Broker,Amethyst,Steps,Midnight,Silver,Executive Suit,Burgundy,Grin,Headband,Clear Frames,Ice,None,c0178561a4b477d5a0f13e0121a7c8e82053dcafb7d5df8bd60ef6859fe0b612,32.537202,84
8457,Vavexar the Drifter,Lagoon,Halo,Plum,Sand,Denim Jacket,Ivory,Pout,Crown,Clear Frames,Amber,Silk Scarf,587329c265ae97657d101f3e8875f33b0f96c738903a21bd4b5a76e26041b5b0,32.371545,1119
8458,Kamarze the Skater,Slate,Steps,Midnight,Caramel,Street Hoodie,Plum,Surprised,Headphones,Sport Shades,Ruby,Silk Scarf,c27ce6688f7c5786c8049becca8e19a08fcfbc119ba43ce3af10fe7b93729663,32.407107,740
8459,Nuvekmi the Ronin,Cobalt,Pixel Rain,Obsidian,Cocoa,Ronin Robe,Plum,Smirk,Crown,Monocle,Violet,Studs,9443d27f9e35241a63ba54c543c5022fd24bd6f0d5d6cb48627364a91a77d389,32.323976,1740
8460,Mirakha the Aviator,Amethyst,Pixel Rain,Obsidian,Cocoa,Flight Bomber,Rust,Smirk,Snapback,Bare Eyes,Ocean,None,fc66ed4e62e8282516e80c4868a6dd3e62a709a396b918c427989e9662937777,29.283739,8094
8461,Lobelda the Rider,Crimson,Steps,Blue Steel,Caramel,Leather Rider,Plum,Grin,Headphones,Eye Patch,Ocean,Silk Scarf,0b2f6f04163fbd3100ead902cfe37a9014fa34d6bbabf3f472c333b78cb50898,29.2024,8729
8462,Ketalny the Maestro,Slate,Steps,Ash,Sand,Velvet Tuxedo,Rust,Surprised,Snapback,Eye Patch,Ocean,Pendant,b890c990db6fb95822743518f4042c5d0c862bcb6259d821fafbb18781ffd4aa,29.140097,9199
8463,Juvexva the Ronin,Rose,Halo,Espresso,Sand,Ronin Robe,Forest,Pout,Bucket Hat,Eye Patch,Ocean,Dog Tags,8a305f849c97339fa1b558c129c8cede63a91c1c197b8e3be16e7baecbee2f20,29.236241,8450
8464,Iomarlo the Voyager,Crimson,Halo,Plum,Cocoa,Space Suit,Plum,Smirk,Bucket Hat,Sport Shades,Ice,Silk Scarf,55993f578a422f6793f1605cc3bcc1076d419282f58da9f7ddcad33942827426,32.323722,1746
8465,Haluxha the Voyager,Lagoon,Pixel Rain,Espresso,Silver,Space Suit,Navy,Stoic,Bucket Hat,Cyber Visor,Violet,Ear Ring,6f96bc5ed31c7f6c58862a63cca656a431ec0f2903bbbc691b56e5a82c95bc6b,32.281784,2404
8466,Galincy the Ranger,Crimson,Steps,Midnight,Silver,Tactical Vest,Ivory,Surprised,Headband,Bare Eyes,Ocean,Dog Tags,3a611a5d9823c50151da19c7d445af01d86c0f767a7341b5b3687886038ba625,29.354184,7721
8467,Fivoslu the Regent,Slate,Halo,Blue Steel,Rosewood,Royal Mantle,Forest,Smirk,Beanie,Sport Shades,Ice,Silver Medallion,4ac0dd2eb97f346f4f38b03e06cd93f6f1cd2c8bd08266f785b5718cb9620e23,32.12152,5041
8468,Elwynka the Broker,Amethyst,Pixel Rain,Ash,Silver,Executive Suit,Ivory,Smirk,Headphones,Round Shades,Violet,Silk Scarf,8045179be57b82a3aabd1daac7b2215efc01f116e30b20ae463af013db3b587f,32.278003,2475
8469,Dakaike the Skater,Rose,Pixel Rain,Espresso,Silver,Street Hoodie,Plum,Gritted Teeth,Headband,Round Shades,Amber,Silk Scarf,7bb518119895b6b9d3bd9e93cf7497f20cd014dc19363439e3901ac7a8e90b83,32.474709,270
8470,Cytusga the Drifter,Lagoon,Pixel Rain,Espresso,Rosewood,Denim Jacket,Plum,Laughing,Snapback,Round Shades,Ice,Ear Ring,74245fa76d18591adbb7918708fd4a28e87330dbd24eaf0170053079d92787c3,32.2912,2237
8471,Rodorcy the Drifter,Midnight,Pixel Rain,Plum,Silver,Denim Jacket,Forest,Stoic,Headphones,Clear Frames,Amber,Pendant,03a329c3a1024d8d0b4e9ae12c1895ebba4a03239955aa0d68697e994cf064b5,32.082524,5418
8472,Artoror the Corsair,Olive,Steps,Plum,Caramel,Captain Coat,Plum,Stoic,Headband,Eye Patch,Ocean,Studs,40155a68ecd94aa58495e51e6f0789f1f8585dd5a773baeac9662c1f449527f1,29.403995,7575
8473,Nydinnu the Drifter,Cobalt,Halo,Copper,Sand,Denim Jacket,Ivory,Surprised,Spiked Hair,Sport Shades,Ocean,Silver Medallion,9dfbedf0538b53149c6f88c583ed6b96212093e22597da25fb89d5563c2c4c07,30.575929,7033
8474,Luzorju the Voyager,Lagoon,Steps,Plum,Sand,Space Suit,Teal,Stoic,Pilot Cap,Round Shades,Ice,Gold Medallion,a8eebec3014366e70b91b9ed80e1101fc9c6add929b0e137b9323559f5ce15a3,32.170636,4350
8475,Ormonfi the Ranger,Olive,Steps,Jade,Sand,Tactical Vest,Teal,Surprised,Pilot Cap,Classic Shades,Violet,Studs,03502e6409a46a196536d19cadc7efc6dfff5d0a1c297703bc1be286455ec973,32.258693,2829
8476,Zenixro the Voyager,Cobalt,Halo,Ash,Silver,Space Suit,Navy,Laughing,Crown,Eye Patch,Ocean,None,d1717942cb20d5aeff19e3760cf2576d5ec32e7efc1e3b5599a528627829b5cc,29.158376,9072
8477,Vazenor the Captain,Crimson,Pixel Rain,Midnight,Sand,Varsity Jacket,Forest,Frown,Crown,Cyber Visor,Ruby,None,fdec41a743b9b98080942c6e11927472dcc84a02d6f929ed009e756f2c376f24,32.412391,684
8478,Karonnu the Skater,Slate,Pixel Rain,Midnight,Cocoa,Street Hoodie,Rust,Smirk,Pilot Cap,Round Shades,Ruby,Silk Scarf,36719894e59aefb5f8d2774eb396e4121a990de727484473508fb7a943b5dce3,32.342741,1496
8479,Nudinio the Corsair,Rose,Steps,Blue Steel,Caramel,Captain Coat,Ivory,Grin,Crown,Bare Eyes,Ocean,Silk Scarf,556f93ff9a7667be707469dc7c39ae59f7222d59d6c132bc16d84913c03ea11b,29.284679,8087
8480,Mizorel the Broker,Midnight,Halo,Jade,Cocoa,Executive Suit,Forest,Smirk,Bucket Hat,Monocle,Amber,Gold Medallion,52c613796c75898b8f3dd87440a52ab801624ab7d7be74cab456b663d41a8471,32.125048,4993
8481,Lomonar the Corsair,Amber,Pixel Rain,Obsidian,Rosewood,Captain Coat,Onyx,Surprised,Pilot Cap,Sport Shades,Ruby,Ear Ring,50b689b27059dc1fc2ac614a08ee56638feb1c1f463c906d776a7fb41547b541,32.435856,494
8482,Kenixze the Corsair,Midnight,Halo,Obsidian,Rosewood,Captain Coat,Plum,Stoic,Snapback,Cyber Visor,Amber,Studs,916a5876708140e8510fd63915f19e92be2d37a285f1c1ffce60a3bae4ea0777,32.373605,1097
8483,Juzenmi the Skater,Amethyst,Steps,Espresso,Silver,Street Hoodie,Rust,Smirk,Beanie,Classic Shades,Ruby,Gold Medallion,91b83dc2181b16a6be890aa3a48d817ff0956dfb3baeaf97f2147212eb4bcb58,32.133212,4881
8484,Ioronio the Maestro,Cobalt,Steps,Blue Steel,Sand,Velvet Tuxedo,Onyx,Grin,Bucket Hat,Bare Eyes,Ocean,None,2ac85d95e140dbd49e95724d1ae5d01c9b761ad0e347b8e9d6934bd336737658,29.205374,8709
8485,Hasenda the Maestro,Crimson,Solid,Espresso,Caramel,Velvet Tuxedo,Teal,Pout,Bucket Hat,Classic Shades,Ice,Dog Tags,8423bb95e8f5a4feb2ef9985cc14197aa8e86a50e4eeb5df71ade98d2b112fe2,32.209314,3702
8486,Gafenny the Drifter,Midnight,Pixel Rain,Ash,Cocoa,Denim Jacket,Rust,Frown,Headband,Classic Shades,Ruby,Ear Ring,0aff9365a0a9ff3988096fc706ede84f09775b2f4fc615b4e40e31c200a33dcf,32.426885,558
8487,Firisva the Regent,Rose,Steps,Ash,Caramel,Royal Mantle,Burgundy,Pout,Bucket Hat,Monocle,Violet,None,678a77679c6a582ee735aa7e48ad564f70287eb60d53ec3e9055e1438ab6ff88,32.258325,2840
8488,Elsollo the Skater,Olive,Solid,Copper,Cocoa,Street Hoodie,Teal,Surprised,Pilot Cap,Bare Eyes,Ocean,Ear Ring,a13c503af24f87cecaea447f8744a92eb4f5ca03c696a8942e9f4eb89a995fe9,29.32375,7856
8489,Darynha the Captain,Olive,Pixel Rain,Blue Steel,Caramel,Varsity Jacket,Plum,Frown,Bucket Hat,Sport Shades,Ocean,Silver Medallion,b5b4506834cf6253fcda0815426110cf08d5ce05798d60cb9d8aef77ba08b67f,30.814339,6286
8490,Cyvekda the Broker,Emerald,Pixel Rain,Obsidian,Silver,Executive Suit,Teal,Smirk,Headband,Eye Patch,Ocean,Studs,577bfed142d1035ee862bb8a14c51ac7d896088010092d7c31f2d5d53a3dbde3,29.269956,8192
8491,Roraklu the Corsair,Midnight,Solid,Blue Steel,Silver,Captain Coat,Ivory,Smirk,Bucket Hat,Monocle,Mint,Dog Tags,27f3ff7ce7419f444f3efe762473ede3eaaffa4c418fb9178dcc516f3443f8df,32.278371,2470
8492,Arbelka the Aviator,Amethyst,Halo,Copper,Sand,Flight Bomber,Ivory,Gritted Teeth,Spiked Hair,Classic Shades,Mint,Gold Medallion,e1ea4c378990aec2d32b1a0901c5041164d1917c17b9174ee51ad75eeb5ca93f,32.206843,3748
8493,Nytalke the Captain,Emerald,Solid,Plum,Caramel,Varsity Jacket,Plum,Stoic,Bucket Hat,Cyber Visor,Violet,None,0d626ccd761a7de2602d7e68234810bf9ae31d940c62d531af8f76360bb0cd7a,32.334483,1600
8494,Luvexga the Ranger,Emerald,Steps,Plum,Sand,Tactical Vest,Onyx,Pout,Snapback,Eye Patch,Ocean,Silk Scarf,c56a58bafc602dc1aecbce762b350cfd78d8aefaa58b317f8eccb3a1db619ba7,29.137522,9224
8495,Ormarcy the Broker,Emerald,Pixel Rain,Copper,Rosewood,Executive Suit,Forest,Grin,Crown,Eye Patch,Ocean,Pendant,ecc9bd1ea794727425690cbe04a8c81f2e570d5cadd7a1cd54a3d5964629702d,28.979271,9887
8496,Zeluxlu the Voyager,Olive,Halo,Obsidian,Rosewood,Space Suit,Teal,Frown,Headband,Sport Shades,Amber,Gold Medallion,ae0f0ca576d815bcb1e440f7b6732e803f951b853c2b048ad503f99fe808382d,32.199,3895
8497,Valinnu the Broker,Olive,Solid,Espresso,Sand,Executive Suit,Ivory,Stoic,Bucket Hat,Cyber Visor,Violet,Gold Medallion,94da7e8aa2f3b8471012df160ba62b4d6162d34f9ef18aeee67a529095962d54,32.20061,3868
8498,Kavosju the Aviator,Amethyst,Halo,Jade,Silver,Flight Bomber,Onyx,Frown,Bucket Hat,Eye Patch,Ocean,Studs,3b920737930a16290fecac04c7d06a64a947686c910729f2d43bc408a6c37eca,29.422518,7541
8499,Nutalfi the Rider,Emerald,Pixel Rain,Blue Steel,Cocoa,Leather Rider,Ivory,Gritted Teeth,Headphones,Round Shades,Ice,Studs,df1197f482fb93a9e95dd04a382bffa415f9e5bd16083201870eac6fd268f4c6,32.29856,2126
8500,Mivexro the Corsair,Slate,Steps,Ash,Rosewood,Captain Coat,Onyx,Smirk,Spiked Hair,Eye Patch,Ocean,Ear Ring,1cf09528d85ce04720162a87f0ce349f313fedefe6d591b74c4a56c7cae2f78c,29.230902,8493
8501,Lomaror the Rider,Rose,Halo,Plum,Rosewood,Leather Rider,Burgundy,Frown,Headband,Eye Patch,Ocean,Gold Medallion,d7a3b4eb13fa734c6c349a117b00691bd87e81185f4d5a2e0f51674facd7f3de,29.399761,7584
8502,Keluxnu the Drifter,Olive,Steps,Obsidian,Cocoa,Denim Jacket,Ivory,Surprised,Snapback,Round Shades,Ice,Gold Medallion,3f52ca15b9ccdaf1ea9dbda543a55b59ccf01a603c755caefb52421586732891,32.210777,3659
8503,Julinio the Ronin,Midnight,Halo,Ash,Sand,Ronin Robe,Navy,Surprised,Spiked Hair,Eye Patch,Ocean,Dog Tags,930f9d8b56a668dff7948728fc0f1dd019226cdbfa848f99f816c3ec43fecbe8,29.324606,7852
8504,Iovosel the Ronin,Olive,Solid,Jade,Caramel,Ronin Robe,Rust,Frown,Beanie,Cyber Visor,Amber,Silk Scarf,d2d7addb346c838087a3b09d96d2a8cd06d725f6ddbf44fd99da6e7c6ad952c1,32.232108,3321
8505,Hawynar the Corsair,Midnight,Solid,Jade,Cocoa,Captain Coat,Navy,Frown,Pilot Cap,Cyber Visor,Amber,Gold Medallion,e4a23326f05baedf37b9a73c5faf7a81b319bf2c451ce6532aa9dc8f926a34db,32.289892,2263
8506,Gakaize the Rider,Midnight,Steps,Ash,Cocoa,Leather Rider,Rust,Surprised,Crown,Clear Frames,Ice,Gold Medallion,5cea28bca5b5f778973bf75bbbc980ecb6659c595b8ad8262f88162017965f4c,32.347673,1416
8507,Fitusmi the Broker,Emerald,Steps,Midnight,Cocoa,Executive Suit,Ivory,Grin,Crown,Clear Frames,Ice,Silk Scarf,a340a01ef0a95bbcb39cb0e450ddd3195667450f26c1ab0b58d8a3074ca5d83a,32.239473,3191
8508,Eldorio the Skater,Olive,Steps,Obsidian,Caramel,Street Hoodie,Burgundy,Pout,Beanie,Monocle,Violet,Studs,608bd9aa4ca46262b2122763ddef5ea7cbe420dea2dfa3dbdf7dcf087865e961,32.08497,5399
8509,Datorda the Regent,Cobalt,Solid,Plum,Silver,Royal Mantle,Onyx,Frown,Headband,Monocle,Amber,Gold Medallion,13b2809a6a6deb3a92e5c791393fb1009ded5f012ebb7f229e3b2836e5010d11,32.364726,1194
8510,Cydinny the Ranger,Lagoon,Pixel Rain,Jade,Caramel,Tactical Vest,Teal,Surprised,Beanie,Clear Frames,Violet,Silver Medallion,82709239d9ff5aefb3b7448fc43dc6441a48dcc274886cb1b27910311990d6b0,32.173906,4299
8511,Rozorva the Skater,Cobalt,Steps,Midnight,Rosewood,Street Hoodie,Ivory,Stoic,Beanie,Bare Eyes,Ocean,Ear Ring,a5a0cb49ecb4230ef67e40d16dd89b4e2973690428c2c308eae5385d88f3322e,28.994715,9854
8512,Armonlo the Captain,Rose,Halo,Obsidian,Silver,Varsity Jacket,Burgundy,Pout,Spiked Hair,Bare Eyes,Ocean,Studs,de8c82cc0ee8ee68f83dbdd2920cbad3c4ecd7d4640e25317a03119e2aadb548,29.407045,7569
8513,Nynixha the Ranger,Amethyst,Solid,Midnight,Caramel,Tactical Vest,Teal,Grin,Pilot Cap,Eye Patch,Ocean,Silver Medallion,5687a8aad1bff5f0dd7711c2c9fe3c0e18d358252a16dbad8e15a077e9b84557,29.189556,8824
8514,Luzenda the Rider,Emerald,Steps,Obsidian,Rosewood,Leather Rider,Onyx,Surprised,Headband,Clear Frames,Mint,Silver Medallion,66c33e295a609beaf18bdc5455b1d7fbce0db26eb95afdbad2246e26c235d7c3,32.150832,4651
8515,Orronny the Captain,Cobalt,Halo,Jade,Sand,Varsity Jacket,Ivory,Stoic,Spiked Hair,Bare Eyes,Ocean,Gold Medallion,04417715d2408c8a4c11741e89890b4ccca755abe06d9d0e579a1ca2624f62df,29.10438,9415
8516,Zesenka the Ronin,Amber,Solid,Obsidian,Rosewood,Ronin Robe,Plum,Laughing,Bucket Hat,Bare Eyes,Ocean,Gold Medallion,9c88657785f13ae87870ac622fdf62396ed0e6781bc1a0ace050c579a8951a78,29.204186,8721
8517,Vafenke the Skater,Rose,Pixel Rain,Jade,Cocoa,Street Hoodie,Burgundy,Grin,Headband,Clear Frames,Mint,Silk Scarf,fd0f91c8a080041944424349028396b0dfae6c8336473e6487ebd6ceb263457c,32.323627,1747
8518,Karisga the Ronin,Olive,Halo,Copper,Caramel,Ronin Robe,Forest,Gritted Teeth,Headphones,Clear Frames,Ruby,Ear Ring,e8f3881127caa61061dba1ac6ce306884b8921c8d1a7b2ef6413f900b5a1d97f,32.29654,2160
8519,Nunixcy the Voyager,Lagoon,Halo,Plum,Rosewood,Space Suit,Teal,Grin,Crown,Bare Eyes,Ocean,Pendant,5746d7b738de52bb78467e338782718a5fc1b15c2d7fb5272601ca743df2a898,29.095573,9450
8520,Mizenlu the Drifter,Amber,Halo,Jade,Cocoa,Denim Jacket,Rust,Grin,Bucket Hat,Round Shades,Amber,Silver Medallion,a5f98ff4d3ed91842f3a7f0aef126eb333543c3df6714d8e3bb97fa58739683e,32.201211,3854
8521,Loronka the Voyager,Rose,Steps,Blue Steel,Caramel,Space Suit,Ivory,Smirk,Pilot Cap,Clear Frames,Ruby,Studs,68030ab9f86254904a5586891af9b0f1e0fa3c57ac083ee606ea4a95f8768beb,32.26575,2694
8522,Kesenju the Maestro,Amber,Halo,Copper,Caramel,Velvet Tuxedo,Forest,Pout,Crown,Clear Frames,Amber,None,6d894cb5216e44acbd4a120195b55bfcfea83851beab9bc2d5ba92011162ec00,32.28939,2272
8523,Jufenfi the Aviator,Emerald,Steps,Ash,Sand,Flight Bomber,Forest,Grin,Pilot Cap,Clear Frames,Ruby,Gold Medallion,9be65c6d7598ad5ff188b5aefdf7506c14b7b127d071bdc8f8c481d6c4143d66,32.004552,5926
8524,Iorisro the Captain,Slate,Pixel Rain,Blue Steel,Rosewood,Varsity Jacket,Rust,Laughing,Headphones,Clear Frames,Ice,None,7a8d41b7691d122e25b04ec3033314a44d6e1b08922d311540257d08a9468182,32.388309,927
8525,Hasolor the Maestro,Midnight,Steps,Copper,Rosewood,Velvet Tuxedo,Forest,Gritted Teeth,Headphones,Classic Shades,Ruby,Silk Scarf,f3d5bcdb9fd52498e7e71489bf139f3a50056a0ed12bc3e8cb491f11fac10cb5,32.054793,5649
8526,Garynnu the Rider,Amber,Solid,Copper,Caramel,Leather Rider,Onyx,Laughing,Snapback,Bare Eyes,Ocean,Dog Tags,3e2233df63211225824a2008cb623426c9caf7e5f1c26b48e90270165f71b97d,29.222223,8574
8527,Fivekju the Aviator,Rose,Pixel Rain,Blue Steel,Caramel,Flight Bomber,Navy,Gritted Teeth,Spiked Hair,Monocle,Violet,Dog Tags,404208f345bfeab84bc909fc4b834cfd7f80d3d43a0518b093d110069316df23,32.372925,1103
8528,Elrakel the Aviator,Midnight,Solid,Espresso,Sand,Flight Bomber,Burgundy,Gritted Teeth,Snapback,Monocle,Violet,Pendant,bade4a6713d0e6e92cc7fd8ae17cd50f11dac0ede36c063718f04e6caa5809f7,32.030618,5805
8529,Dabelar the Regent,Midnight,Steps,Espresso,Rosewood,Royal Mantle,Onyx,Laughing,Bucket Hat,Bare Eyes,Ocean,Dog Tags,42a889e84e93d3e8365d5044d66b5a4430fd02340a199fb908a6c1e74d868ca1,29.02248,9778
8530,Cytalze the Ronin,Olive,Solid,Ash,Cocoa,Ronin Robe,Plum,Frown,Pilot Cap,Bare Eyes,Ocean,Silk Scarf,fec0433d7e2c9095dedec2fb9e29c9ed9aca941e12d35418dcf9687e20a400d8,29.368332,7680
8531,Rovexmi the Drifter,Lagoon,Pixel Rain,Espresso,Caramel,Denim Jacket,Forest,Frown,Crown,Sport Shades,Violet,Silk Scarf,31c011909b609f5efba8bb637bdf64aca735c929d8db9ba43574ff95ecfa1165,32.17508,4279
8532,Armario the Captain,Lagoon,Pixel Rain,Blue Steel,Cocoa,Varsity Jacket,Burgundy,Smirk,Bucket Hat,Round Shades,Ruby,Studs,c1c15430cf2baa2e236af706e2282700461d2c2d167df736254c5368731aa43c,32.502645,172
8533,Nyluxel the Regent,Midnight,Pixel Rain,Jade,Caramel,Royal Mantle,Ivory,Stoic,Spiked Hair,Sport Shades,Ice,Pendant,cb39a763fb7d5306e2e65010bb54d86565eb043175b12f07092dce1d48c54a38,32.06555,5564
8534,Lulinny the Corsair,Rose,Halo,Copper,Cocoa,Captain Coat,Forest,Gritted Teeth,Snapback,Round Shades,Ruby,Gold Medallion,a96ec73f66bb96b176eff65144c716090ad725c2269ba7744718b48afffa49f5,32.292691,2210
8535,Orvosva the Aviator,Slate,Pixel Rain,Jade,Caramel,Flight Bomber,Onyx,Pout,Headphones,Cyber Visor,Amber,Pendant,b1bd0258e9c74ffc2a69ccbf1c38bbce87fc43b7eca4b7999c5ac96a04cacff5,32.212386,3630
8536,Zewynlo the Corsair,Crimson,Steps,Obsidian,Cocoa,Captain Coat,Plum,Gritted Teeth,Crown,Monocle,Violet,Silver Medallion,506869f596a774fe60b0cfb2d45b06b243502532b43aa7600ca2fae7ffdb8ee5,32.222093,3480
8537,Vakaiha the Corsair,Slate,Solid,Espresso,Silver,Captain Coat,Teal,Grin,Beanie,Bare Eyes,Ocean,Dog Tags,992ffe5ecc7296b461a425f9844d697fc43eb2dacbec1726f82ba2230bff0f79,29.127888,9275
8538,Katusda the Maestro,Lagoon,Solid,Copper,Sand,Velvet Tuxedo,Navy,Laughing,Headband,Round Shades,Mint,Pendant,7592a46507f5b83d16748735b37a8aeb539d5f9092f6fe11c70fb0510430e8e8,32.157464,4561
8539,Nuluxny the Maestro,Olive,Halo,Ash,Sand,Velvet Tuxedo,Ivory,Surprised,Headphones,Round Shades,Ice,Silk Scarf,c3873450e772c38a671b3a32cf80d9ee9c108aa9dd09ef98b825b0671fa43de2,32.352348,1336
8540,Milinka the Corsair,Emerald,Halo,Ash,Rosewood,Captain Coat,Ivory,Grin,Spiked Hair,Eye Patch,Ocean,Silver Medallion,fa8cfcf9b239be4129d657bb163a51e6168a92944afb8e026a5d68668bbad262,29.017154,9797
8541,Lovoske the Ranger,Amethyst,Solid,Obsidian,Cocoa,Tactical Vest,Plum,Stoic,Headphones,Round Shades,Ruby,Dog Tags,d63d085ef23d55d6f6d5b002fd8da1d9708ac00dfd8155ad0d2383dff2c20cc4,32.468018,307
8542,Kewynga the Rider,Olive,Steps,Midnight,Rosewood,Leather Rider,Rust,Smirk,Bucket Hat,Bare Eyes,Ocean,Ear Ring,df5ef4f82eab1b8001488c267b27871df17cf13ec28601c042991584903def24,29.229442,8513
8543,Jukaicy the Drifter,Slate,Solid,Copper,Silver,Denim Jacket,Plum,Laughing,Headband,Monocle,Ice,Pendant,eecede73142cc79de26d16c80bbedb6dcba480a235e3184adcd37ba2747b8bb2,32.369022,1143
